Date,Open,High,Low,Close,Adj Close,Volume,Provisional
2025-09-26,194.3300018310547,195.4499969482422,193.3800048828125,194.27000427246094,187.04454040527344,2608300,False
2025-09-29,194.55999755859375,195.5,192.30999755859375,194.5500030517578,187.31410217285156,3314300,False
2025-09-30,192.88999938964844,193.8000030517578,191.1300048828125,192.32000732421875,186.79933166503906,3426900,False
2025-10-01,192.27999877929688,194.5,192.11000061035156,193.32000732421875,187.77061462402344,2960500,False
2025-10-02,190.9499969482422,193.2100067138672,188.8800048828125,191.1699981689453,185.6823272705078,2822300,False
2025-10-03,191.0,192.41000366210938,189.4600067138672,190.2100067138672,184.74990844726562,2863100,False
2025-10-06,189.4499969482422,189.4499969482422,185.3300018310547,185.57000732421875,180.2430877685547,2968100,False
2025-10-07,186.25999450683594,186.99000549316406,183.9499969482422,186.97000122070312,181.60289001464844,2741700,False
2025-10-08,186.7100067138672,188.88999938964844,183.77000427246094,185.58999633789062,180.26251220703125,3329700,False
2025-10-09,186.3000030517578,186.50999450683594,183.99000549316406,185.32000732421875,180.00027465820312,2211000,False
2025-10-10,186.77000427246094,187.99000549316406,184.00999450683594,186.67999267578125,181.3212127685547,3154400,False
2025-10-13,184.36000061035156,186.07000732421875,182.5,183.1999969482422,177.9411163330078,3242800,False
2025-10-14,183.80999755859375,186.52000427246094,183.1300048828125,186.50999450683594,181.15609741210938,4174900,False
2025-10-15,185.9199981689453,190.19000244140625,185.75999450683594,190.02999877929688,184.57504272460938,3353900,False
2025-10-16,190.57000732421875,194.0800018310547,190.24000549316406,191.47000122070312,185.97372436523438,3394700,False
2025-10-17,192.0800018310547,192.50999450683594,188.16000366210938,191.2899932861328,185.79888916015625,1981400,False
2025-10-20,191.9499969482422,193.1199951171875,190.6199951171875,193.0800018310547,187.53750610351562,1782100,False
2025-10-21,192.14999389648438,194.39999389648438,190.85000610351562,192.3699951171875,186.84786987304688,1749500,False
2025-10-22,192.02999877929688,193.42999267578125,190.8699951171875,191.19000244140625,185.70175170898438,1535700,False
2025-10-23,191.27000427246094,192.22000122070312,187.47000122070312,190.3000030517578,184.83731079101562,2279900,False
2025-10-24,191.30999755859375,192.72999572753906,189.97000122070312,191.52000427246094,186.0222930908203,1721800,False
2025-10-27,190.0,191.08999633789062,188.74000549316406,189.72999572753906,184.28366088867188,2979100,False
2025-10-28,185.94000244140625,186.33999633789062,177.49000549316406,182.72000122070312,177.4748992919922,6047500,False
2025-10-29,182.6699981689453,183.9199981689453,178.75,179.0800018310547,173.9393768310547,4501500,False
2025-10-30,180.25,182.5800018310547,178.47000122070312,179.4499969482422,174.29876708984375,2954900,False
2025-10-31,177.1300048828125,180.05999755859375,176.88999938964844,178.97999572753906,173.84225463867188,2604700,False
2025-11-03,177.75,178.02000427246094,175.0,176.63999938964844,171.56942749023438,3481700,False
2025-11-04,178.64999389648438,180.77000427246094,177.44000244140625,180.35000610351562,175.1729278564453,2663800,False
2025-11-05,180.60000610351562,182.02999877929688,178.72000122070312,179.42999267578125,174.2793426513672,2330500,False
2025-11-06,178.8800048828125,182.11000061035156,177.85000610351562,178.08999633789062,172.97779846191406,1960500,False
2025-11-07,177.75,178.47999572753906,175.3800048828125,177.9499969482422,172.84181213378906,4255800,False
2025-11-10,176.24000549316406,180.97000122070312,176.0,179.72000122070312,174.56101989746094,2911100,False
2025-11-11,181.47999572753906,184.9600067138672,180.80999755859375,184.7899932861328,179.4854736328125,2429500,False
2025-11-12,184.0,185.3800048828125,181.92999267578125,183.35000610351562,178.08680725097656,2947600,False
2025-11-13,183.02000427246094,184.24000549316406,180.85000610351562,181.1300048828125,175.93055725097656,3072000,False
2025-11-14,182.85000610351562,184.39999389648438,179.61000061035156,183.58999633789062,178.31991577148438,3807200,False
2025-11-17,183.69000244140625,184.6999969482422,179.9600067138672,180.47000122070312,175.28948974609375,3253600,False
2025-11-18,180.0,182.36000061035156,178.94000244140625,181.5500030517578,176.33848571777344,3436500,False
2025-11-19,181.5399932861328,182.36000061035156,178.9199981689453,180.5,175.31863403320312,2673200,False
2025-11-20,180.5,180.66000366210938,178.00999450683594,179.1199951171875,173.9782257080078,3094500,False
2025-11-21,180.3699951171875,181.99000549316406,179.00999450683594,179.55999755859375,174.40560913085938,2609900,False
2025-11-24,179.5800018310547,180.36000061035156,176.5800018310547,179.57000732421875,174.4153289794922,6032500,False
2025-11-25,180.22999572753906,182.0,179.47000122070312,179.75999450683594,174.599853515625,2005100,False
2025-11-26,180.02000427246094,182.3000030517578,178.5,181.24000549316406,176.03738403320312,1941700,False
2025-11-28,180.41000366210938,182.0500030517578,180.02000427246094,181.27000427246094,176.0665283203125,1088800,False
2025-12-01,178.5,179.10000610351562,174.91000366210938,176.27000427246094,171.21006774902344,3329600,False
2025-12-02,177.05999755859375,177.72999572753906,175.1999969482422,175.80999755859375,170.76324462890625,2467200,False
2025-12-03,176.02999877929688,176.77000427246094,174.35000610351562,176.17999267578125,171.1226348876953,2693000,False
2025-12-04,175.57000732421875,179.11000061035156,175.39999389648438,178.8300018310547,173.69656372070312,2804200,False
2025-12-05,178.82000732421875,180.3699951171875,178.10000610351562,178.86000061035156,173.72569274902344,2998000,False
2025-12-08,178.5399932861328,183.30999755859375,176.89999389648438,183.1999969482422,177.9411163330078,5804200,False
