Date,Open,High,Low,Close,Adj Close,Volume,Provisional
2025-09-24,112.41000366210938,114.1500015258789,112.19999694824219,113.43000030517578,111.81095886230469,8755200,False
2025-09-25,112.70999908447266,114.05000305175781,112.6500015258789,112.98999786376953,111.37723541259766,6365500,False
2025-09-26,113.12999725341797,113.56999969482422,112.76000213623047,113.47000122070312,111.85038757324219,6145700,False
2025-09-29,113.47000122070312,115.01000213623047,113.33000183105469,114.77999877929688,113.14168548583984,9304100,False
2025-09-30,114.52999877929688,114.87999725341797,113.33999633789062,114.5,112.86568450927734,9303700,False
2025-10-01,114.08000183105469,116.05999755859375,112.79000091552734,112.94999694824219,111.33780670166016,9736300,False
2025-10-02,112.9800033569336,113.16999816894531,110.77999877929688,112.13999938964844,110.53936767578125,8695100,False
2025-10-03,112.04000091552734,113.56999969482422,111.55999755859375,112.47000122070312,110.86466217041016,7148400,False
2025-10-06,112.69000244140625,113.11000061035156,111.44999694824219,112.75,111.14066314697266,6141200,False
2025-10-07,112.62999725341797,113.4000015258789,111.80000305175781,112.52999877929688,110.9238052368164,5409800,False
2025-10-08,112.80999755859375,113.19999694824219,111.6500015258789,111.88999938964844,110.29293823242188,7074400,False
2025-10-09,111.81999969482422,113.0,110.87999725341797,110.98999786376953,109.40577697753906,6502400,False
2025-10-10,111.52999877929688,112.68000030517578,109.11000061035156,109.19000244140625,107.63147735595703,9635200,False
2025-10-13,110.38999938964844,110.95999908447266,109.37999725341797,110.2699966430664,108.69606018066406,7435100,False
2025-10-14,109.6500015258789,111.83999633789062,109.19999694824219,111.16999816894531,109.58321380615234,7898000,False
2025-10-15,111.47000122070312,112.68000030517578,111.13999938964844,111.70999908447266,110.1155014038086,7012600,False
2025-10-16,111.79000091552734,112.08999633789062,108.51000213623047,109.87999725341797,108.3116226196289,7531200,False
2025-10-17,109.73999786376953,111.45999908447266,109.44000244140625,110.66999816894531,109.09034729003906,10090500,False
2025-10-20,111.02999877929688,112.25,110.5999984741211,111.95999908447266,110.3619384765625,8047500,False
2025-10-21,112.25,114.54000091552734,112.04000091552734,114.30000305175781,112.66854095458984,8163200,False
2025-10-22,114.0,114.27999877929688,112.9800033569336,113.08000183105469,111.46595001220703,7569200,False
2025-10-23,113.16999816894531,113.83000183105469,111.9000015258789,113.02999877929688,111.41666412353516,6945400,False
2025-10-24,113.2300033569336,113.6500015258789,111.58999633789062,111.68000030517578,110.0859375,6235200,False
2025-10-27,111.94000244140625,112.5999984741211,111.30999755859375,112.33999633789062,110.73651123046875,6029600,False
2025-10-28,111.91000366210938,112.4800033569336,111.45999908447266,111.6500015258789,110.05636596679688,6839400,False
2025-10-29,111.18000030517578,111.52999877929688,110.01000213623047,110.23999786376953,108.66648864746094,7097100,False
2025-10-30,110.12999725341797,113.58000183105469,109.55000305175781,111.83999633789062,110.24365234375,8311300,False
2025-10-31,111.58000183105469,113.0999984741211,110.52999877929688,112.62000274658203,111.01252746582031,8700600,False
