Date,Open,High,Low,Close,Adj Close,Volume,Provisional
2025-09-25,174.47999572753906,180.25999450683594,173.1300048828125,177.69000244140625,177.2653045654297,191586700,False
2025-09-26,178.1699981689453,179.77000427246094,174.92999267578125,178.19000244140625,177.76409912109375,148573700,False
2025-09-29,180.42999267578125,184.0,180.32000732421875,181.85000610351562,181.41537475585938,193063500,False
2025-09-30,182.0800018310547,187.35000610351562,181.47999572753906,186.5800018310547,186.13406372070312,236981000,False
2025-10-01,185.24000549316406,188.13999938964844,183.89999389648438,187.24000549316406,186.79248046875,173844900,False
2025-10-02,189.60000610351562,191.0500030517578,188.05999755859375,188.88999938964844,188.43853759765625,136805800,False
2025-10-03,189.19000244140625,190.36000061035156,185.3800048828125,187.6199951171875,187.17156982421875,137596900,False
2025-10-06,185.5,187.22999572753906,183.3300018310547,185.5399932861328,185.09654235839844,157678100,False
2025-10-07,186.22999572753906,189.05999755859375,184.0,185.0399932861328,184.5977325439453,140088000,False
2025-10-08,186.57000732421875,189.60000610351562,186.5399932861328,189.11000061035156,188.65802001953125,130168900,False
2025-10-09,192.22999572753906,195.3000030517578,191.05999755859375,192.57000732421875,192.10975646972656,182997200,False
2025-10-10,193.50999450683594,195.6199951171875,182.0500030517578,183.16000366210938,182.72222900390625,268774400,False
2025-10-13,187.97000122070312,190.11000061035156,185.9600067138672,188.32000732421875,187.8699188232422,153482800,False
2025-10-14,184.77000427246094,184.8000030517578,179.6999969482422,180.02999877929688,179.59971618652344,205641400,False
2025-10-15,184.8000030517578,184.8699951171875,177.2899932861328,179.8300018310547,179.4001922607422,214450500,False
2025-10-16,182.22999572753906,183.27999877929688,179.77000427246094,181.80999755859375,181.37545776367188,179723300,False
2025-10-17,180.17999267578125,184.10000610351562,179.75,183.22000122070312,182.7821044921875,173135200,False
2025-10-20,183.1300048828125,185.1999969482422,181.72999572753906,182.63999938964844,182.20347595214844,128544700,False
2025-10-21,182.7899932861328,182.7899932861328,179.8000030517578,181.16000366210938,180.72702026367188,124240200,False
2025-10-22,181.13999938964844,183.44000244140625,176.75999450683594,180.27999877929688,179.84912109375,162249600,False
2025-10-23,180.4199981689453,183.02999877929688,179.7899932861328,182.16000366210938,181.724609375,111363700,False
2025-10-24,183.83999633789062,187.47000122070312,183.5,186.25999450683594,185.8148193359375,131296700,False
2025-10-27,189.99000549316406,192.0,188.42999267578125,191.49000549316406,191.03233337402344,153452700,False
2025-10-28,193.0500030517578,203.14999389648438,191.91000366210938,201.02999877929688,200.54953002929688,297986200,False
2025-10-29,207.97999572753906,212.19000244140625,204.77999877929688,207.0399932861328,206.54513549804688,308829600,False
2025-10-30,205.14999389648438,206.16000366210938,201.41000366210938,202.88999938964844,202.4050750732422,178864400,False
