Date,Open,High,Low,Close,Adj Close,Volume,Provisional
2025-09-25,130.0800018310547,130.69000244140625,129.33999633789062,130.11000061035156,128.09808349609375,1746600,False
2025-09-26,130.4600067138672,131.10000610351562,126.55000305175781,128.60000610351562,126.6114273071289,6874700,False
2025-09-29,129.52000427246094,130.1199951171875,128.52000427246094,129.25,127.25137329101562,3018200,False
2025-09-30,129.25999450683594,131.27000427246094,128.91000366210938,131.17999267578125,129.15151977539062,3589100,False
2025-10-01,129.9499969482422,131.6300048828125,129.57000732421875,131.19000244140625,129.16136169433594,1926600,False
2025-10-02,132.24000549316406,133.33999633789062,131.22999572753906,133.0500030517578,130.99261474609375,2424900,False
2025-10-03,133.27000427246094,135.8000030517578,133.14999389648438,134.75999450683594,132.67617797851562,2711900,False
2025-10-06,133.1999969482422,135.49000549316406,132.7899932861328,134.77000427246094,132.68600463867188,2218300,False
2025-10-07,135.77000427246094,135.77000427246094,130.88999938964844,131.49000549316406,129.45672607421875,2625400,False
2025-10-08,132.22000122070312,134.0399932861328,130.85000610351562,132.94000244140625,130.8843231201172,1699000,False
2025-10-09,133.4499969482422,134.22999572753906,130.82000732421875,131.52999877929688,129.49610900878906,1851000,False
2025-10-10,132.10000610351562,132.39999389648438,125.88999938964844,126.01000213623047,124.06146240234375,2712800,False
2025-10-13,128.5800018310547,129.72999572753906,127.66000366210938,128.17999267578125,126.19790649414062,2028800,False
2025-10-14,126.0,131.32000732421875,125.72000122070312,129.77000427246094,127.76332092285156,1981400,False
2025-10-15,131.14999389648438,132.4499969482422,128.4600067138672,130.27000427246094,128.25559997558594,2636000,False
2025-10-16,130.94000244140625,131.4499969482422,128.44000244140625,128.88999938964844,126.89693450927734,2430900,False
2025-10-17,128.39999389648438,129.85000610351562,128.00999450683594,129.27999877929688,127.28089904785156,1971800,False
2025-10-20,130.0500030517578,131.11000061035156,129.2899932861328,130.35000610351562,128.33438110351562,1813700,False
2025-10-21,129.97999572753906,133.07000732421875,129.27000427246094,132.1699981689453,130.12620544433594,1779100,False
2025-10-22,133.17999267578125,133.5399932861328,129.88999938964844,130.11000061035156,128.09808349609375,1913400,False
2025-10-23,130.47000122070312,133.25,130.42999267578125,133.19000244140625,131.1304473876953,1800600,False
2025-10-24,134.2100067138672,134.57000732421875,132.66000366210938,132.67999267578125,130.62831115722656,1251200,False
2025-10-27,133.69000244140625,134.89999389648438,133.17999267578125,134.4600067138672,132.38082885742188,2325500,False
2025-10-28,134.85000610351562,135.8699951171875,133.8300018310547,134.52000427246094,132.43988037109375,2525800,False
2025-10-29,134.75,137.82000732421875,134.0,136.42999267578125,134.32034301757812,3356600,False
2025-10-30,135.11000061035156,139.5800018310547,134.72000122070312,136.82000732421875,134.70431518554688,3160200,False
2025-10-31,136.61000061035156,140.27999877929688,136.4499969482422,139.57000732421875,137.41180419921875,4636900,False
2025-11-03,139.36000061035156,141.05999755859375,137.86000061035156,140.02999877929688,137.8646697998047,3373100,False
2025-11-04,137.77999877929688,139.5,137.1300048828125,137.74000549316406,135.610107421875,3866100,False
2025-11-05,129.49000549316406,135.3300018310547,128.50999450683594,132.4499969482422,130.40188598632812,4780300,False
2025-11-06,131.47000122070312,134.1300048828125,131.27999877929688,131.49000549316406,129.45672607421875,3634500,False
2025-11-07,130.00999450683594,131.3300018310547,128.47999572753906,129.49000549316406,127.48767852783203,4631000,False
2025-11-10,130.4199981689453,130.55999755859375,127.97000122070312,129.99000549316406,127.97992706298828,2509100,False
2025-11-11,130.22999572753906,131.0,129.25999450683594,129.52999877929688,127.52703857421875,1689900,False
2025-11-12,130.6199951171875,134.0399932861328,130.2100067138672,132.44000244140625,130.3920440673828,2564900,False
2025-11-13,131.4199981689453,132.6999969482422,127.88999938964844,128.4600067138672,126.47359466552734,2346900,False
2025-11-14,126.76000213623047,129.3699951171875,125.79000091552734,127.58000183105469,126.1522216796875,1955500,False
2025-11-17,127.22000122070312,129.89999389648438,126.68000030517578,126.93000030517578,125.5094985961914,2827200,False
2025-11-18,126.16000366210938,127.83999633789062,125.83000183105469,126.75,125.33150482177734,2235800,False
2025-11-19,126.66000366210938,128.97999572753906,126.51000213623047,128.1699981689453,126.7356185913086,2349100,False
2025-11-20,129.9600067138672,131.19000244140625,123.37999725341797,123.72000122070312,122.3354263305664,2930200,False
2025-11-21,124.0999984741211,129.35000610351562,123.66999816894531,128.22000122070312,126.78506469726562,3667900,False
2025-11-24,128.8800048828125,130.2100067138672,127.23999786376953,128.6199951171875,127.18058013916016,2982700,False
2025-11-25,128.94000244140625,132.38999938964844,128.6300048828125,130.89999389648438,129.43505859375,2357300,False
2025-11-26,131.52000427246094,132.3800048828125,130.82000732421875,131.44000244140625,129.96900939941406,1484500,False
2025-11-28,131.80999755859375,133.86000061035156,131.80999755859375,133.3800048828125,131.88731384277344,1136000,False
2025-12-01,132.1699981689453,133.77999877929688,131.8699951171875,131.94000244140625,130.4634246826172,2517800,False
2025-12-02,132.5,132.60000610351562,130.22999572753906,131.83999633789062,130.36453247070312,2049700,False
2025-12-03,131.99000549316406,135.10000610351562,131.0,134.88999938964844,133.3804168701172,2008800,False
2025-12-04,134.89999389648438,137.02999877929688,134.5399932861328,136.63999938964844,135.11082458496094,2675300,False
2025-12-05,136.33999633789062,138.08999633789062,136.0,137.38999938964844,135.85244750976562,1578700,False
