session,symbol,name,sector,sector_etf,data_status,data_issues,close,return_1d,price_z,sector_return_1d,excess_return_1d,stock_rel_volume_30d,option_volume,call_volume,put_volume,baseline_n,baseline_ok,baseline_median,option_volume_ratio,option_volume_z,option_volume_pctile,cp_ratio,cp_ratio_30d,cp_ratio_vs_30d,delta_oi_calls,delta_oi_puts,delta_oi_total,net_open_share_all,oi_volume_coverage,top_volume,top_delta_oi,top_open_share,oi_classification,oi_base_check,oi_consistency,short_dated_share,itm_call_share,expiring_today_share,days_to_earnings,next_earnings,days_to_ex_dividend,ex_dividend_date,structural_event,sector_elevated_share,market_elevated_share,is_elevated,is_candidate,exclusion_reason,boring_hints
2026-09-22,AAPL,Apple Inc.,Information Technology,XLK,UNVOLLSTÄNDIG,Baseline erst 0 von 15 Handelstagen,339.75,0.002271487960105567,0.1671497469646096,0.007287625619729399,-0.005016137659623832,0.9513631258803954,1221078.0,904682.0,316396.0,0,False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,2.859334504860997,UNAVAILABLE,UNAVAILABLE,101309.0,48065.0,149374.0,0.12232961366923326,1.0,685223.0,43356.0,0.06327283234800933,"gemischt, nicht eindeutig",nicht prüfbar,,1.0,0.0,0.0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,False,False,,100 % des Top-Volumens verfällt innerhalb von 7 Tagen
2026-09-22,ABBV,AbbVie,Health Care,XLV,UNVOLLSTÄNDIG,Baseline erst 0 von 15 Handelstagen,265.21,0.0027600914373433483,0.22872964758836334,0.005206825168723617,-0.0024467337313802684,0.6291962631606165,6318.0,4278.0,2040.0,0,False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,2.097058823529412,UNAVAILABLE,UNAVAILABLE,1909.0,588.0,2497.0,0.3952200063311174,1.0,2642.0,920.0,0.34822104466313397,überwiegend neu eröffnet,nicht prüfbar,,0.26078728236184706,0.3213474640423921,0.0,UNAVAILABLE,UNAVAILABLE,23.0,2026-10-15,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,False,False,,
2026-09-22,ABT,Abbott Laboratories,Health Care,XLV,UNVOLLSTÄNDIG,Baseline erst 0 von 15 Handelstagen,103.69,0.006894509806972149,0.5964324673458565,0.005206825168723617,0.0016876846382485322,1.0177374082297483,6044.0,4780.0,1264.0,0,False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,3.7816455696202533,UNAVAILABLE,UNAVAILABLE,3014.0,575.0,3589.0,0.5938120450033091,1.0,3806.0,1826.0,0.4797687861271676,überwiegend neu eröffnet,nicht prüfbar,,0.10509721492380451,0.03152916447714135,0.0,22.0,2026-10-14,23.0,2026-10-15,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,False,False,,
2026-09-22,ACN,Accenture,Information Technology,XLK,UNVOLLSTÄNDIG,Baseline erst 0 von 15 Handelstagen,183.72,-0.012841870950048517,-0.4644540929242365,0.007287625619729399,-0.020129496569777916,0.7442714941588137,7672.0,3593.0,4079.0,0,False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.8808531502819319,UNAVAILABLE,UNAVAILABLE,419.0,2231.0,2650.0,0.3454118873826903,1.0,3632.0,2147.0,0.5911343612334802,überwiegend neu eröffnet,nicht prüfbar,,0.20401982378854625,0.0,0.0,9.0,2026-10-01,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,False,False,,Quartalszahlen am 2026-10-01 (in 9 Tagen)
2026-09-22,ADBE,Adobe Inc.,Information Technology,XLK,UNVOLLSTÄNDIG,Baseline erst 0 von 15 Handelstagen,238.25,-0.045166736451938916,-1.5630859327623683,0.007287625619729399,-0.052454362071668315,1.4388407988531704,51453.0,26066.0,25387.0,0,False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,1.026745972348052,UNAVAILABLE,UNAVAILABLE,7767.0,6896.0,14663.0,0.2849785240899462,1.0,15965.0,5444.0,0.34099592859379896,überwiegend neu eröffnet,nicht prüfbar,,0.5647353585969308,0.0,0.0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,False,False,,
2026-09-22,AMAT,Applied Materials,Information Technology,XLK,UNVOLLSTÄNDIG,Baseline erst 0 von 15 Handelstagen,472.46,0.017706380188132975,0.5520954553904764,0.007287625619729399,0.010418754568403576,0.7956755601990168,29839.0,17182.0,12657.0,0,False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,1.3575096784388085,UNAVAILABLE,UNAVAILABLE,4175.0,4153.0,8328.0,0.2790978249941352,1.0,5757.0,1588.0,0.27583811012680215,"gemischt, nicht eindeutig",nicht prüfbar,,0.7913844015980546,0.09970470731283655,0.0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,False,False,,79 % des Top-Volumens verfällt innerhalb von 7 Tagen
2026-09-22,AMD,Advanced Micro Devices,Information Technology,XLK,UNVOLLSTÄNDIG,Baseline erst 0 von 15 Handelstagen,623.77,0.013403269117116201,0.35667920267380865,0.007287625619729399,0.006115643497386802,1.3917002949630006,456504.0,255116.0,201388.0,0,False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,1.2667884878940154,UNAVAILABLE,UNAVAILABLE,45948.0,94507.0,140455.0,0.3076752887159806,1.0,127131.0,22401.0,0.1762040729641079,"gemischt, nicht eindeutig",nicht prüfbar,,0.950688659728941,0.24322155886447838,0.0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,False,False,,95 % des Top-Volumens verfällt innerhalb von 7 Tagen
2026-09-22,AMGN,Amgen,Health Care,XLV,UNVOLLSTÄNDIG,Baseline erst 0 von 15 Handelstagen,410.24,0.04344286341132908,1.6969459179790851,0.005206825168723617,0.03823603824260546,1.289184131736527,12249.0,9790.0,2459.0,0,False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,3.981293208621391,UNAVAILABLE,UNAVAILABLE,-29.0,208.0,179.0,0.014613437831659727,1.0,5141.0,1643.0,0.31958762886597936,überwiegend neu eröffnet,nicht prüfbar,,0.4337677494650846,0.260066134993192,0.0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,False,False,,
2026-09-22,AMT,American Tower,Real Estate,XLRE,UNVOLLSTÄNDIG,Baseline erst 0 von 15 Handelstagen,175.25,0.00372275987263726,0.29070595248270953,-0.0021131756812736713,0.0058359355539109314,1.800496148117754,970.0,830.0,140.0,0,False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,5.928571428571429,UNAVAILABLE,UNAVAILABLE,471.0,-104.0,367.0,0.3783505154639175,1.0,817.0,556.0,0.6805385556915544,überwiegend neu eröffnet,nicht prüfbar,,0.0,0.07711138310893513,0.0,UNAVAILABLE,UNAVAILABLE,8.0,2026-09-30,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,False,False,,
2026-09-22,AMZN,Amazon,Consumer Discretionary,XLY,UNVOLLSTÄNDIG,Baseline erst 0 von 15 Handelstagen,254.98,-0.013426241219333335,-0.7872907087016306,0.0008909974166924073,-0.014317238636025742,1.2396752333397163,635753.0,477479.0,158274.0,0,False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,3.0167873434676573,UNAVAILABLE,UNAVAILABLE,66262.0,42816.0,109078.0,0.17157292218833414,1.0,255775.0,29588.0,0.11567979669631512,"gemischt, nicht eindeutig",nicht prüfbar,,1.0,0.0,0.0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,False,False,,100 % des Top-Volumens verfällt innerhalb von 7 Tagen
